Tagline,Lead a team of desert commandos in a WWII multi-scenario deck builder with vehicles.
Thumbnail,https://cf.geekdo-images.com/Zp0x_lURkRrHcLyyYv2aSw__thumb/img/d9luLahO6n0itCfqpjpLexz24OE=/fit-in/200x150/filters:strip_icc()/pic5536142.jpg
0,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,270844
Name,Imperial Settlers: Empires of the North <small>(2019)</small>
Beschreibung,"Imperial Settlers: Empires of the North is a new, standalone card game in the established Imperial Settlers universe, with players heading to the far north where three different factions live: Scotsmen, Inuits, and Vikings. Take on the role of leader, and make your faction into the best empire in the world!&#10;&#10;Choosing the faction is only the first step, though, as each faction can be played using one of the two separate and unique decks. <span class='filter-values' data-player-number='1 2 3' data-mechanics='cards workerPlacement' data-themes='adventure oldHistory economy-infrastructure nautical' ></span>"
Tagline,Lead one of 6 asymmetric factions to build an empire and conquer new islands.
Thumbnail,https://cf.geekdo-images.com/w6HMeWkxsTJM6zC8oxwUfQ__thumb/img/g1qP3Gm2krXidqUYAJCS-xZVz0I=/fit-in/200x150/filters:strip_icc()/pic4543694.jpg
0,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,274960
Name,Punktesalat <small>(2019)</small>
Beschreibung,"Point Salad is a fast and fun card drafting game for the whole family. There are over 100 ways to score points. Players may use a variety of strategies and every game of Point Salad is unique!&#10;&#10;Cards come in six different types of veggies, and the back of each card has a different scoring method. <span class='filter-values' data-player-number='2 3 4 5' data-mechanics='cards drafting' data-themes='' ></span>"
Tagline,Collect groupings of fruits and vegetables with loads of ways to score points!
Thumbnail,https://cf.geekdo-images.com/Xy0W9NtEpX0EVjwgxO3IEA__thumb/img/1gKeE2_50dXcL03gH3cEU-Ixj6c=/fit-in/200x150/filters:strip_icc()/pic4621571.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,503
Name,Through the Desert <small>(1998)</small>
Beschreibung,"Each player attempts to score the most points by snaking caravan routes through the desert, trying to reach oases and blocking off sections of the desert. Many people feel that it is reminiscent of Go.&#10;&#10;Publisher's Description&#10;From the award-winning game designer Reiner Knizia comes a game of strategy, patience, and cool plastic camels! <span class='filter-values' data-player-number='2 3 4' data-mechanics='networks' data-themes='animals' ></span>"
Tagline,Carve up the desert in a race to establish your oasis empire.
Thumbnail,https://cf.geekdo-images.com/Rq_hJIAO7jDgIpAW943hJA__thumb/img/blKEV5US-j7v3VDceGF1CIUb-lE=/fit-in/200x150/filters:strip_icc()/pic7697747.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,416851
Name,Castle Combo <small>(2024)</small>
Beschreibung,"A quick and nifty card game by the publisher of Faraway.&#10;&#10;Each player will spend coins to draft 9 cards from 2 open markets on the table (the lower and upper city), creating along the game a 3x3 square of people interacting with each other to trigger instant effects and end-of-game bonuses.&#10;&#10;Castle Combo is a tableau-building game that combines simplicity with deep, engaging gameplay, offering highly satisfying experiences. <br><strong>Languages</strong>: <span class='flags'><img  src='https://flagicons.lipis.dev/flags/4x3/de.svg' alt='German' title='German' /></span><span class='filter-values' data-player-number='2 3 4' data-mechanics='cards drafting tilePlacement' data-themes='oldHistory' ></span>"
Tagline,Draft people from the lower and upper city to create a valuable house.
Thumbnail,https://cf.geekdo-images.com/NB1SU75PMCgilCkOOu550A__thumb/img/RG8SAVe3VUZsCWxzsuc6tKPmsAY=/fit-in/200x150/filters:strip_icc()/pic8665242.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,290236
Name,Canvas <small>(2021)</small>
Beschreibung,"In Canvas, you play as a painter competing in an art competition. Players will collect art cards, layering 3 of them together to create their own unique Painting. Each card contains a piece of artwork as well as a set of icons used during scoring. Icons will be revealed or hidden based on the way players choose to layer the cards making for an exciting puzzle. <span class='filter-values' data-player-number='1 2 3 4 5' data-mechanics='cards drafting' data-themes='arts' ></span>"
Tagline,Artistically layer your paintings to create a masterpiece and win the Best in Show!
Thumbnail,https://cf.geekdo-images.com/kXJLvPqcDF7Id5KRejhnuQ__thumb/img/5kQGDC3kYmvil7dU8uT-o0sZiEo=/fit-in/200x150/filters:strip_icc()/pic7125372.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,98778
Name,Hanabi <small>(2010)</small>
Beschreibung,"Hanabi&mdash;named for the Japanese word for &quot;fireworks&quot;&mdash;is a cooperative game in which players try to create the perfect fireworks show by placing the cards on the table in the right order. (In Japanese, hanabi is written as &#232;&#138;&#177;&#231;&#129;&#171;; these are the ideograms flower and fire, respectively.)&#10;&#10;The card deck consists of five different colors of cards, numbered 1&ndash;5 in each color. For each color, the players try to place a row in the correct order from 1&ndash;5. Sounds easy, right? <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards deduction' data-themes='' ></span>"
Tagline,Everyone can see your cards but you. Can their clues help you find out what to play?
Thumbnail,https://cf.geekdo-images.com/JDVksMwfcqoem1k_xtZrOA__thumb/img/amCeCcEKhYGbVtDvpvIMnu3qTg0=/fit-in/200x150/filters:strip_icc()/pic2007286.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,180974
Name,Potion Explosion <small>(2015)</small>
Beschreibung,"Potion Explosion is a game for 2 to 4 players by Horrible Games.&#10;It was designed by Lorenzo Silva, Andrea Crespi and Stefano Castelli.&#10;&#10;Dear students, it's time for the final exams of the Potions class! The rules are always the same: Take an ingredient marble from the dispenser and watch the others fall. <span class='filter-values' data-player-number='2 3 4' data-mechanics='deduction drafting' data-themes='fantasy science' ></span>"
Tagline,Collect and combine ingredients to mix potions and try to become Student of The Year.
Thumbnail,https://cf.geekdo-images.com/vwjYMFporFhvAU48k73MIw__thumb/img/uNBrY-gqZLq7aiv1E_pDsc3vmyE=/fit-in/200x150/filters:strip_icc()/pic7298696.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,157969
Name,Sheriff of Nottingham <small>(2014)</small>
Beschreibung,"Prince John is coming to Nottingham! Players, in the role of merchants, see this as an opportunity to make quick profits by selling goods in the bustling city during the Prince's visit. However, players must first get their goods through the city gate, which is under the watch of the Sheriff of Nottingham. <span class='filter-values' data-player-number='4 5' data-mechanics='cards drafting party storytelling trading' data-themes='oldHistory murder' ></span>"
Tagline,"Sell goods for profit, or risk losing it all by slipping contrabands in...."
Thumbnail,https://cf.geekdo-images.com/BBgLFKUzr6tcKtlIM2JSFw__thumb/img/JD5L_XrtkaKINUj8ILZqFMGcTsE=/fit-in/200x150/filters:strip_icc()/pic2075830.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,232414
Name,Oceans <small>(2020)</small>
Beschreibung,"Three years in the making, Oceans is a stand-alone game in the award-winning Evolution series.  With over 120 works of art, 40 scenarios cards, and more than 100 unique trait cards, Oceans is the most ambitious project North Star Games has ever tackled.&#10;&#10;Theme&#10;Oceans depicts the boundaries between the known world near the ocean&rsquo;s surface, and the mysteries lurking in Earth&rsquo;s deepest unexplored region. Enter a vast, underwater cosmos: a mysterious interconnected world of sharp teeth, glowing eyes, and black ink, where your survival depends on your ability to adapt to the unknown. <span class='filter-values' data-player-number='2 3 4' data-mechanics='cards drafting' data-themes='animals science' ></span>"
Tagline,Adapt in a continually changing ecosystem in this interactive engine builder.
Thumbnail,https://cf.geekdo-images.com/1J7_qmdohyypZNyvu8B45A__thumb/img/ASgVEQj-H2lzopAgm-_QgqEBVvI=/fit-in/200x150/filters:strip_icc()/pic4382323.jpg
0,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,13
Name,CATAN <small>(1995)</small>
Beschreibung,"In CATAN (formerly The Settlers of Catan), players try to be the dominant force on the island of Catan by building settlements, cities and roads. On each turn dice are rolled to determine which resources the island produces. Players build structures by 'spending' resources (sheep, wheat, wood, brick and ore) which are represented by the relevant resource cards; each land type, with the exception of the unproductive desert, produces a specific resource: hills produce brick, forests produce wood, mountains produce ore, fields produce wheat, and pastures produce sheep. <span class='filter-values' data-player-number='3 4' data-mechanics='networks trading' data-themes='economy-infrastructure' ></span>"
Tagline,Collect and trade resources to build up the island of Catan in this modern classic.
Thumbnail,https://cf.geekdo-images.com/PyUol9QxBnZQCJqZI6bmSA__thumb/img/virV2Bm82Dql7gh-LZScBwqByik=/fit-in/200x150/filters:strip_icc()/pic8632666.png
0,Difficulty (2 = easy)
-1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,266830
Name,QE <small>(2019)</small>
Beschreibung,"Financial crisis has occurred. Sixteen &quot;too big to fail&quot; companies from four countries need bailing out. The central banks have unlimited financial resources, so lots of money is going to be printed, but the central banks also face disaster &mdash; print too much money and the country they represent goes bust. <span class='filter-values' data-player-number='4 5' data-mechanics='auction' data-themes='economy-infrastructure' ></span>"
Tagline,"Bid ANYTHING to bail out companies, but just don’t bid the MOST!"
Thumbnail,https://cf.geekdo-images.com/47o_swlkRbfpMH3hnFZgtA__thumb/img/gT07BJ5Ynlopp-UIQRIySERKUmI=/fit-in/200x150/filters:strip_icc()/pic4383594.png
2,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,191862
Name,Imhotep <small>(2016)</small>
Beschreibung,"In Imhotep, the players become builders in Egypt who want to emulate the first and best-known architect there, namely Imhotep.&#10;&#10;Over six rounds, they move wooden stones by boat to create five seminal monuments, and on a turn, a player chooses one of four actions: Procure new stones, load stones on a boat, bring a boat to a monument, or play an action card. While this sounds easy, naturally the other players constantly thwart your building plans by carrying out plans of their own. <span class='filter-values' data-player-number='2 3 4' data-mechanics='areaControl' data-themes='oldHistory arts' ></span>"
Tagline,"Gather, ship, and lay stones to build the most magnificent monuments in Egypt."
Thumbnail,https://cf.geekdo-images.com/HkAt5n4R8XM0vNozl7fftA__thumb/img/1JpxGZSWJf3mxnZZGaGOTqExoH4=/fit-in/200x150/filters:strip_icc()/pic3029488.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,6249
Name,Alhambra <small>(2003)</small>
Beschreibung,"Granada, 1278. At the foot of the Sierra Nevada mountains, one of the most exciting and interesting project of the Spanish Middle Ages begins: the construction of the ALHAMBRA.&#10;&#10;The best master builders in the whole of Europe and Arabia want to demonstrate their skill.  Employ the most suitable teams of builders and make sure that you always have enough of the right currency.  Because no matter whether they are stonemasons from the north or horticulturalists from the south, they all want a proper wage and insist on their &quot;native&quot; currency.  With their help towers can be constructed, gardens laid out, pavilions and arcades erected and seraglios and chambers built. <span class='filter-values' data-player-number='2 3 4' data-mechanics='drafting tilePlacement' data-themes='oldHistory economy-infrastructure' ></span>"
Tagline,Compete to build the most valuable picturesque walled city in 13th-century Granada.
Thumbnail,https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__thumb/img/Pj2FP8bV-BHofcDS0eGLh8gzTmI=/fit-in/200x150/filters:strip_icc()/pic4893652.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,352515
Name,Trio <small>(2021)</small>
Beschreibung,"nana, which was later reprinted as Trio, is a card game in which players are looking for three of a kind.&#10;&#10;The deck consists of 36 cards, numbered 1-12 three times. Players receive some cards in hand, which they are required to sort from low to high, and the remaining cards are placed face down on the table. <span class='filter-values' data-player-number='3 4 5 6' data-mechanics='cards' data-themes='animals' ></span>"
Tagline,Reveal anyone's lowest or highest card and keep going until there're three of a kind!
Thumbnail,https://cf.geekdo-images.com/d9F0ZDqcN3J7J92WckyraQ__thumb/img/8d663Cj-RQy8pA8gZOcO80xYI5I=/fit-in/200x150/filters:strip_icc()/pic7605785.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,245654
Name,Railroad Ink: Deep Blue Edition <small>(2018)</small>
Beschreibung,"In the multiplayer puzzle game Railroad Ink, your goal is to connect as many exits on your board as possible. Each round, a set of dice are rolled in the middle of the table, determining which kind of road and railway routes are available to all players. You have to draw these routes on your erasable boards to create transport lines and connect your exits, trying to optimize the available symbols better than your opponents. <span class='filter-values' data-player-number='1 2 3 4 5 6' data-mechanics='networks rollAndWrite' data-themes='trains' ></span>"
Tagline,Build a network of rails and roads through a watery landscape.
Thumbnail,https://cf.geekdo-images.com/x3hjEgkxZE9M96o6wgj6Tw__thumb/img/idn6fyLMcqvmxqKXU57rAuLgMvg=/fit-in/200x150/filters:strip_icc()/pic4097632.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,340466
Name,Abgrundtief <small>(2021)</small>
Beschreibung,"The year is 1913. The steamship SS Atlantica is two days out from port on its voyage across the Atlantic Ocean. Its unsuspecting passengers fully anticipated a calm journey to Boston, Massachusetts, with nothing out of the ordinary to look forward to. However, strange nightmares plague the minds of the people aboard the ship every night; rumors circulate of dark shapes following closely behind the ship just beneath the waves; and tensions rise when a body is discovered in the ship's chapel, signs of a strange ritual littered around the corpse. <br><strong>Languages</strong>: <span class='flags'><img  src='https://flagicons.lipis.dev/flags/4x3/de.svg' alt='German' title='German' /></span><span class='filter-values' data-player-number='4 5 6' data-mechanics='deduction' data-themes='fantasy horror' ></span>"
Tagline,Traitors and Terror. Immerse yourself among the passengers and crew of SS Atlantica.
Thumbnail,https://cf.geekdo-images.com/9HRCnc3Y2k6O5Nxz3wsnlQ__thumb/img/DnwRs3Ymuvt9gANjP8gzIx-5Xo4=/fit-in/200x150/filters:strip_icc()/pic6225456.jpg
-1,Difficulty (2 = easy)
-2,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,9674
Name,Einfach Genial <small>(2004)</small>
Beschreibung,"In Ingenious, a.k.a. Einfach Genial, players take turns placing colored domino-style tiles on a game board, scoring for each line of colored symbols that they enlarge. The trick, however, is that a player's score is equal to their worst-scoring color, not their best, so they need to score for all colors instead of specializing in only one or two. <span class='filter-values' data-player-number='2 3 4' data-mechanics='tilePlacement' data-themes='' ></span>"
Tagline,Place hexagonal tiles to score lines of colors.
Thumbnail,https://cf.geekdo-images.com/_qEEUfI9DxtfVxYCerAvsQ__thumb/img/03ERw7OIGzvbuGKm3L5fWO1bqFQ=/fit-in/200x150/filters:strip_icc()/pic7633115.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,334986
Name,Daybreak <small>(2023)</small>
Beschreibung,"Daybreak is a co-operative game about climate action. Each player controls a world power, deploying policies and technologies to both dismantle the engine of global heating and to build resilient societies that protect people from life-threatening crises.&#10;&#10;If the global temperature gets too high, or if too many people from any world power are in crisis, everyone loses. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='cards' data-themes='animals economy-infrastructure' ></span>"
Tagline,Cooperatively decarbonize the planet and create resilient societies.
Thumbnail,https://cf.geekdo-images.com/YU8rm_FMnKHS2GPDFvLb6g__thumb/img/7Y2W9IVJ3_YmOQfaoZz8XVPoUM0=/fit-in/200x150/filters:strip_icc()/pic7068528.png
0,Difficulty (2 = easy)
-1,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,153938
Name,Camel Up <small>(2014)</small>
Beschreibung,"In Camel Up, up to eight players bet on five racing camels, trying to suss out which will place first and second in a quick race around a pyramid. The earlier you place your bet, the more you can win &mdash; should you guess correctly, of course. Camels don't run neatly, however, sometimes landing on top of another one and being carried toward the finish line. <br><strong>Languages</strong>: <span class='flags'><img  src='https://flagicons.lipis.dev/flags/4x3/de.svg' alt='German' title='German' /></span><span class='filter-values' data-player-number='3 4 5 6' data-mechanics='' data-themes='animals trains' ></span>"
Tagline,Which camel will win? Place your bets in this zany family friendly camel racing game.
Thumbnail,https://cf.geekdo-images.com/fNcFjvUMTVbVjgZKEyxeRQ__thumb/img/c1b0DiNmrm-2107tqXfl-c_H4Gw=/fit-in/200x150/filters:strip_icc()/pic6394102.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,196326
Name,Love Letter: Big Box <small>(2016)</small>
Beschreibung,"Love Letter Premium takes the familiar Love Letter game and enhances it in two different ways. First, the cards are supersized and much thicker than normal, the hearts that players claim are large and wooden, and the hard-sided box has a magnetic closure.&#10;&#10;Second, the game now plays with up to eight players thanks to the inclusion of an additional set of cards, such as the Assassin (0) which eliminates an opponent if that opponent forces you to reveal it and the Sycophant (4) who must be the target of a played card until it's covered on the next turn. <span class='filter-values' data-player-number='3 4 5 6' data-mechanics='cards deduction' data-themes='' ></span>"
Tagline,Navigate the intrigue and politics of the court to earn favour with the princess.
Thumbnail,https://cf.geekdo-images.com/40eKIHpHIDO6VBsZtHAXpA__thumb/img/a-BBWcHhcETvsHKtpHR0VQ96wNw=/fit-in/200x150/filters:strip_icc()/pic3124998.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,133473
Name,Sushi Go! <small>(2013)</small>
Beschreibung,"In the super-fast sushi card game Sushi Go!, you are eating at a sushi restaurant and trying to grab the best combination of sushi dishes as they whiz by. Score points for collecting the most sushi rolls or making a full set of sashimi. Dip your favorite nigiri in wasabi to triple its value! And once you've eaten it all, finish your meal with all the pudding you've got! <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards drafting party' data-themes='' ></span>"
Tagline,"Pass the sushi around, but keep the best for yourself. Save room for dessert!"
Thumbnail,https://cf.geekdo-images.com/Fn3PSPZVxa3YurlorITQ1Q__thumb/img/6XF493O0tSyLyZP5ArlcZrOTMXQ=/fit-in/200x150/filters:strip_icc()/pic1900075.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,28023
Name,Jamaica <small>(2007)</small>
Beschreibung,"Summary: This is a pirate-themed tactical race game with player interaction and side goals (e.g. detouring for treasure).  The winner is the player who best balances their position in the race with their success at the side goals.&#10;&#10;Setting: Jamaica, 1675.&#10;After a long career in piracy, Captain Henry Morgan skillfully gets appointed to be Governor of Jamaica, with the explicit order to cleanse the Caribbean of pirates and buccaneers! <br><strong>Languages</strong>: <span class='flags'><img  src='https://flagicons.lipis.dev/flags/4x3/de.svg' alt='German' title='German' /></span><span class='filter-values' data-player-number='3 4 5 6' data-mechanics='' data-themes='nautical trains' ></span>"
Tagline,Race around Jamaica to claim its spoils.  Beware! The fastest doesn't always win!
Thumbnail,https://cf.geekdo-images.com/dycRux2R_l5l1-OvBHeg7Q__thumb/img/EfOuR0XiiGrDpbqZosj8qZPFW-A=/fit-in/200x150/filters:strip_icc()/pic6942414.png
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,127398
Name,Die Legenden von Andor <small>(2012)</small>
Beschreibung,"Legends of Andor is a cooperative adventure board game for two to four players in which a band of heroes must work together to defend a fantasy realm from invading hordes. To secure Andor's borders, the heroes will embark on dangerous quests over the course of five unique scenarios (as well as a final scenario created by the players themselves). But as the clever game system keeps creatures on the march toward the castle, the players must balance their priorities carefully. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='' data-themes='adventure fantasy war' ></span>"
Tagline,A group of heroes carefully executes the defense of a besieged kingdom.
Thumbnail,https://cf.geekdo-images.com/IO8_BYKeofnWy8DIjo2RRg__thumb/img/pMbV-KGyO3D9U6hnBzNRfylZvto=/fit-in/200x150/filters:strip_icc()/pic2606106.jpg
0,Difficulty (2 = easy)
0,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,218074
Name,City of Angels <small>(2019)</small>
Beschreibung,"Detective: City of Angels, set in the dark and violent world of 1940s Los Angeles, is a game of mystery, deception, and investigation for 1&ndash;5 players. Most players will step into the shoes of LAPD homicide detectives, hungry for glory and willing to do whatever it takes to successfully close a case, even if that means intimidating suspects, concealing evidence, and hiring snitches to rat on their fellow detectives. One player, however, will take on the role of The Chisel, whose only goal is to stall and misdirect the detectives at every turn using bluffing, manipulation, and (often) outright lies. <span class='filter-values' data-player-number='1 3 4' data-mechanics='' data-themes='murder' ></span>"
Tagline,Do whatever it takes to close the case in dark and violent 1940s Los Angeles.
Thumbnail,https://cf.geekdo-images.com/xWdK1lL-2ZTdzBZGYjjqkw__thumb/img/wl_YxOhd-S6QbpyHAQZGhV109rw=/fit-in/200x150/filters:strip_icc()/pic3469246.jpg
0,Difficulty (2 = easy)
-2,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,147949
Name,One Night Ultimate Werewolf <small>(2014)</small>
Beschreibung,"No moderator, no elimination, ten-minute games.&#10;&#10;One Night Ultimate Werewolf is a fast game for 3-10 players in which everyone gets a role: One of the dastardly Werewolves, the tricky Troublemaker, the helpful Seer, or one of a dozen different characters, each with a special ability. In the course of a single morning, your village will decide who is a werewolf...because all it takes is lynching one werewolf to win! <span class='filter-values' data-player-number='5 6 7' data-mechanics='cards deduction party storytelling' data-themes='horror' ></span>"
Tagline,An app-driven Werewolf that lasts but a single night. Wolves and villagers beware!
Thumbnail,https://cf.geekdo-images.com/rqLju4uaZq-G9z4g91aPPQ__thumb/img/viW0s_SZmeEo53dKbM84WbVjIaY=/fit-in/200x150/filters:strip_icc()/pic8783294.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
-1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,248490
Name,Atlantis Rising (Second Edition) <small>(2019)</small>
Beschreibung,"The isle of Atlantis, your home, is sinking. Will you be able to save your people in time?&#10;&#10;Atlantis Rising is a co-operative worker placement game in which you must work together with up to six other players to deploy citizens across your homeland, gathering resources in order to build a cosmic gate that can save your people. <span class='filter-values' data-player-number='1 2 3 4 5 6' data-mechanics='workerPlacement' data-themes='oldHistory animals economy-infrastructure fantasy scifi' ></span>"
Tagline,Atlantis is sinking. Can you work together to build your escape before it's lost?
Thumbnail,https://cf.geekdo-images.com/WRHngbJkWiKAJ4U8xSySIQ__thumb/img/kZ9kSXPe8naMaTtc9IV4SFOBCcw=/fit-in/200x150/filters:strip_icc()/pic4895878.jpg
0,Difficulty (2 = easy)
-1,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,264055
Name,Draftosaurus <small>(2019)</small>
Beschreibung,"Your goal in Draftosaurus is to have the dino park most likely to attract visitors. To do so, you have to draft dino meeples and place them in pens that have some placement restrictions. Each turn, one of the players roll a die and this adds a constraint to which pens any other player can add their dinosaur. <span class='filter-values' data-player-number='2 3 4 5' data-mechanics='drafting' data-themes='animals scifi' ></span>"
Tagline,A dinosaur park will always attract tourists – if you can place your species right.
Thumbnail,https://cf.geekdo-images.com/JahbLRZ_jEe8P8gisXUtJw__thumb/img/XGKi6qBOizS_IdLqOHny-rf0JZw=/fit-in/200x150/filters:strip_icc()/pic4447676.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,383607
Name,Barcelona <small>(2023)</small>
Beschreibung,"It's the mid-19th century. The city of Barcelona is the most densely populated city in all of Europe. Shortly after the old city walls were finally destroyed, Ildefons Cerd&agrave;, who is now considered the inventor of urbanism, presented the plan for the creation of the &quot;Eixample&quot;, the expansion that Barcelona so desperately needed. <span class='filter-values' data-player-number='1 2 3' data-mechanics='tilePlacement workerPlacement' data-themes='economy-infrastructure' ></span>"
Tagline,Take on the role of builders in 19th-century Barcelona working on the new district.
Thumbnail,https://cf.geekdo-images.com/clBx1kfB-8OpO86B2-vsgg__thumb/img/8w625ctGlolYNodQdbXJtyOC3wg=/fit-in/200x150/filters:strip_icc()/pic7442376.jpg
-1,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
0,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,432
Name,6 nimmt! <small>(1994)</small>
Beschreibung,"In 6 nimmt!, a.k.a. Category 5 and many other names, you want to score as few points as possible.&#10;&#10;To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number. <span class='filter-values' data-player-number='4 5 6 7' data-mechanics='cards party' data-themes='' ></span>"
Tagline,"Choose sequential cards for rows simultaneously, but avoid adding the 6th card!"
