"Tagline";"Create the most harmonious ecosystem as you puzzle together habitats and wildlife.";
"Thumbnail";"https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__thumb/img/tVSFjSxYEcw7sKj3unIIQV8kxoc=/fit-in/200x150/filters:strip_icc()/pic5100691.jpg";
"1";"";
"1";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"102794";
"Name";"Caverna: The Cave Farmers <small>(2013)</small>";
"Beschreibung";"Following along the same lines as its predecessor (Agricola), Caverna: The Cave Farmers is a worker-placement game at heart, with a focus on farming. In the game, you are the bearded leader of a small dwarf family that lives in a little cave in the mountains. You begin the game with a farmer and his spouse, and each member of the farming family represents an action that the player can take each turn.<br><span class='filter-values' data-player-number='2 3 4 5' data-mechanisms='tilePlacement workerPlacement' data-themes='animals fantasy farming'></span>";
"Tagline";"From a simple cave, expand your dwarven home through mining, agriculture, and more.";
"Thumbnail";"https://cf.geekdo-images.com/EAqbd46lFxo-7GumlO8U4w__thumb/img/g-qxFyjgqn7kwH3erf3jhmgYaIU=/fit-in/200x150/filters:strip_icc()/pic5598833.jpg";
"-2";"";
"-2";"";
"0";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"185343";
"Name";"Anachrony <small>(2017)</small>";
"Beschreibung";"It is the late 26th century. Earth is recovering from a catastrophic explosion that exterminated the majority of the population centuries ago and made most of the surface uninhabitable due to unearthly weather conditions. The surviving humans organized along four radically different ideologies, called Paths, to rebuild the world as they see fit: Harmony, Dominance, Progress, and Salvation.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='workerPlacement' data-themes='scifi'></span>";
"Tagline";"Use Exosuits & time travel to ensure your vision for the future after the cataclysm.";
"Thumbnail";"https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__thumb/img/a0G93aMOKp3_mmnCURYWuZd210U=/fit-in/200x150/filters:strip_icc()/pic3499707.jpg";
"-2";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"184267";
"Name";"On Mars <small>(2020)</small>";
"Beschreibung";"Following the success of unmanned rover missions, the United Nations established the Department of Operations and Mars Exploration (D.O.M.E.). The first settlers arrived on Mars in the year 2037 and in the decades after establishment Mars Base Camp, private exploration companies began work on the creation of a self-sustaining colony. As chief astronaut for one of these enterprises, you want to be a pioneer in the development of the biggest, most advanced colony on Mars by achieving both D.O.M.E. mission goals as well as your company&rsquo;s private agenda.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='tilePlacement workerPlacement' data-themes='cities scifi'></span>";
"Tagline";"Be a part of the first Martian colony, striving to be the best contributor.";
"Thumbnail";"https://cf.geekdo-images.com/Nm0Iw8NoiM9V8IsifimGBw__thumb/img/4GFbhkEWyIublXmikE2Tep6wSIQ=/fit-in/200x150/filters:strip_icc()/pic4357658.jpg";
"-2";"";
"-2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"314040";
"Name";"Pandemic Legacy: Season 0 <small>(2020)</small>";
"Beschreibung";"1962 &mdash; The Cold War continues as a new threat looms on the horizon, a deadly new Soviet bioweapon, something called &quot;Project MEDUSA&quot;. You and your fellow medical graduates have been recruited by the CIA for the critical mission of investigating and preventing its development. Travel the world using carefully constructed aliases to move swiftly between Allied, Neutral, and Soviet cities.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='trading' data-themes=''></span>";
"Tagline";"Work together during the Cold War to prevent a Soviet bio-threat.";
"Thumbnail";"https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__thumb/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg";
"-1";"";
"1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"170216";
"Name";"Blood Rage <small>(2015)</small>";
"Beschreibung";"&quot;Life is Battle; Battle is Glory; Glory is ALL&quot;&#10;&#10;In Blood Rage, each player controls their own Viking clan&rsquo;s warriors, leader, and ship. Ragnar&ouml;k has come, and it&rsquo;s the end of the world! It&rsquo;s the Vikings&rsquo; last chance to go down in a blaze of glory and secure their place in Valhalla at Odin&rsquo;s side!<br><span class='filter-values' data-player-number='3 4' data-mechanisms='areaControl drafting' data-themes='fantasy'></span>";
"Tagline";"Ragnarök has come! Secure your place in Valhalla in epic Viking battles.";
"Thumbnail";"https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__thumb/img/NLhVdU8xazrgS5dA6nVCYmN2DNI=/fit-in/200x150/filters:strip_icc()/pic2439223.jpg";
"0";"";
"0";"";
"0";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"31260";
"Name";"Agricola <small>(2007)</small>";
"Beschreibung";"Description from BoardgameNews&#10;&#10;In Agricola, you're a farmer in a wooden shack with your spouse and little else. On a turn, you get to take only two actions, one for you and one for the spouse, from all the possibilities you'll find on a farm: collecting clay, wood, or stone; building fences; and so on. You might think about having kids in order to get more work accomplished, but first you need to expand your house.<br><span class='filter-values' data-player-number='1 2 3 4 5' data-mechanisms='workerPlacement drafting' data-themes='animals farming'></span>";
"Tagline";"Build your farmstead by sowing fields and raising livestock. But don't forget to eat!";
"Thumbnail";"https://cf.geekdo-images.com/dDDo2Hexl80ucK1IlqTk-g__thumb/img/GHGdnCfeysoP_34gLnofJcNivW8=/fit-in/200x150/filters:strip_icc()/pic831744.jpg";
"-2";"";
"-2";"";
"-1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"255984";
"Name";"Sleeping Gods <small>(2021)</small>";
"Beschreibung";"&quot;Are the stars unfamiliar here?&quot; she asked, and the sky grew suddenly dark, the star's patterns alien and exotic. &quot;This is the Wandering Sea. The gods have brought you here, and you must wake them if you wish to return home.&quot;&#10;&#10;In Sleeping Gods, you and up to 3 friends become Captain Sofi Odessa and her crew, lost in a strange world in 1929 on your steamship, the Manticore.<br><span class='filter-values' data-player-number='1 2 3' data-mechanisms='pushYourLuck' data-themes='adventure fantasy nautical'></span>";
"Tagline";"Voyages of the steamship &quot;Manticore&quot; and her crew on the Wandering Sea.";
"Thumbnail";"https://cf.geekdo-images.com/Zdt8l4oTBpFICsMyNof7Jg__thumb/img/71w4Tt3xOnuDEDTCG8ni63QUhVE=/fit-in/200x150/filters:strip_icc()/pic5975244.png";
"-1";"";
"-2";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"253344";
"Name";"Cthulhu: Death May Die <small>(2019)</small>";
"Beschreibung";"In Cthulhu: Death May Die, inspired by the writings of H.P. Lovecraft, you and your fellow players represent investigators in the 1920s who instead of trying to stop the coming of Elder Gods, want to summon those otherworldly beings so that you can put a stop to them permanently. You start the game insane, and while your long-term goal is to shoot Cthulhu in the face, so to speak, at some point during the game you'll probably fail to mitigate your dice rolls properly and your insanity will cause you to do something terrible &mdash; or maybe advantageous.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='' data-themes='fantasy horror'></span>";
"Tagline";"Disrupt the ritual and slay the Elder Gods in this co-op dice chucker.";
"Thumbnail";"https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg";
"0";"";
"-1";"";
"0";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"251661";
"Name";"Oathsworn: Into the Deepwood <small>(2022)</small>";
"Beschreibung";"Oathsworn is a Twisting Tales Game for 1-4 players where play is focused on narrative choices and rich miniature combat encounters. The game is set in the Deepwood where a Free company (the Oathsworn) fights for humanity's survival against unnatural horrors and the Deepwood itself.&#10;&#10;Each gaming session sees the players participate in a multi path game book where the story unfolds to an inevitable encounter.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deduction pushYourLuck deckBuilding' data-themes='adventure fantasy'></span>";
"Tagline";"Fight for humanity's survival against unnatural horrors and the Deepwood itself.";
"Thumbnail";"https://cf.geekdo-images.com/dezQ4YjF03lZVxTdI-UJYw__thumb/img/ddtxNyNC1fPEi5M-uc-dQyNovws=/fit-in/200x150/filters:strip_icc()/pic6863204.jpg";
"-2";"";
"0";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"321608";
"Name";"Hegemony: Lead Your Class to Victory <small>(2023)</small>";
"Beschreibung";"Extended edition includes Crisis &amp; Control expansion.&#10;&#10;&#10;The Nation is in disarray and a war is waging between the classes. The working class faces a dismantled welfare system, the capitalists are losing their hard-earned profits, the middle class is gradually fading and the state is sinking into a deep deficit.<br><span class='filter-values' data-player-number='3 4' data-mechanisms='workerPlacement trading' data-themes=''></span>";
"Tagline";"Simulate a whole contemporary nation in this asymmetric, politico-economic euro-game.";
"Thumbnail";"https://cf.geekdo-images.com/DCLgJlrvB-EqL6A3WgQLMQ__thumb/img/9yp6ANJx6cqdQqQ6hkNr3zA88vw=/fit-in/200x150/filters:strip_icc()/pic5715770.jpg";
"-2";"";
"-2";"";
"-1";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"161533";
"Name";"Lisboa <small>(2017)</small>";
"Beschreibung";"Lisboa is a game about the reconstruction of Lisboa after the great earthquake of 1755.&#10;&#10;On November 1, 1755, Lisbon suffered an earthquake of an estimated magnitude of 8.5&ndash;9.0, followed by a tsunami and three days of fires. The city was almost totally destroyed. The Marques of Pombal &mdash; Sebasti&atilde;o Jos&eacute; de Carvalho e Melo &mdash; was the then Minister of Foreign Affairs and the King put him in charge of the reconstruction of Lisbon.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='tilePlacement areaControl drafting' data-themes='cities'></span>";
"Tagline";"Compete to reconstruct the city of Lisboa after the great earthquake of 1755.";
"Thumbnail";"https://cf.geekdo-images.com/OrHS8_a1CqSGiXeTfCk0Wg__thumb/img/ZBTT0qZcD5HMFlhFN7PLMe6zXvg=/fit-in/200x150/filters:strip_icc()/pic3209553.jpg";
"-2";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"221107";
"Name";"Pandemic Legacy: Season 2 <small>(2017)</small>";
"Beschreibung";"Description from the publisher:&#10;&#10;The world almost ended 71 years ago...&#10;&#10;The plague came out of nowhere and ravaged the world. Most died within a week. Nothing could stop it.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='trading' data-themes='animals scifi'></span>";
"Tagline";"The world is a mystery after a devastating pandemic—where will your team go?";
"Thumbnail";"https://cf.geekdo-images.com/Qtkb-UTvHa0-kxt_MK1nKw__thumb/img/MfKsnJUTx9IQV-o12Fahxx5IaDQ=/fit-in/200x150/filters:strip_icc()/pic3763549.jpg";
"-1";"";
"1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"205059";
"Name";"Mansions of Madness: Second Edition <small>(2016)</small>";
"Beschreibung";"Mansions of Madness: Second Edition is a fully co-operative, app-driven board game of horror and mystery for one to five players that takes place in the same universe as Eldritch Horror and Elder Sign. Let the immersive app guide you through the veiled streets of Innsmouth and the haunted corridors of Arkham's cursed mansions as you search for answers and respite. Eight brave investigators stand ready to confront four scenarios of fear and mystery, collecting weapons, tools, and information, solving complex puzzles, and fighting monsters, insanity, and death.<br><span class='filter-values' data-player-number='1 2 3 4 5' data-mechanisms='' data-themes='adventure fantasy horror'></span>";
"Tagline";"Unravel mysteries in Arkham with your investigative team in this app-guided game.";
"Thumbnail";"https://cf.geekdo-images.com/LIooA9bTdjnE9qmhjL-UFw__thumb/img/kwaa7aI2sMeyWV5JSRKcKrS5hC8=/fit-in/200x150/filters:strip_icc()/pic3118622.jpg";
"0";"";
"-2";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"231733";
"Name";"Obsession <small>(2018)</small>";
"Beschreibung";"You are the head of a respected but troubled family estate in mid-19th century Victorian England. After several lean decades, family fortunes are looking up! Your goal is to improve your estate so as to be in better standing with the truly influential families in Derbyshire.&#10;&#10;Obsession is a game of 16 to 20 turns in which players build a deck of Victorian gentry (British social upper class), renovate their estate by acquiring building tiles from a centralized builders' market, and manipulate an extensive service staff of butlers, housekeepers, underbutlers, maids, valets, and footmen utilizing a novel worker placement mechanic.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deckBuilding drafting' data-themes=''></span>";
"Tagline";"Renovate an estate, manage servants, and pursue romance in Victorian England.";
"Thumbnail";"https://cf.geekdo-images.com/sy89BiuZXfbSnG7Cag9tBQ__thumb/img/eTnMwfCC2jCGDPXC08SIaMXNOTM=/fit-in/200x150/filters:strip_icc()/pic5902073.png";
"-1";"";
"0";"";
"0";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"182874";
"Name";"Grand Austria Hotel <small>(2015)</small>";
"Beschreibung";"In the thick of the Viennese modern age, exquisite caf&eacute;s are competing for customers. Inspiring artists, important politicians, and tourists from all over the world are populating Vienna and in need of a hotel room. This is your opportunity to turn your little caf&eacute; into a world famous hotel.<br><span class='filter-values' data-player-number='2 3' data-mechanisms='drafting' data-themes=''></span>";
"Tagline";"Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.";
"Thumbnail";"https://cf.geekdo-images.com/GlCmHjdLwv3SqSjv52ToGw__thumb/img/WXzXZh50EGKd1U2fg75fCbFIL_8=/fit-in/200x150/filters:strip_icc()/pic6966955.jpg";
"-1";"";
"-1";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"126163";
"Name";"Tzolk'in: The Mayan Calendar <small>(2012)</small>";
"Beschreibung";"Tzolkin: The Mayan Calendar presents a new game mechanism: dynamic worker placement. Players representing different Mayan tribes place their workers on giant connected gears, and as the gears rotate they take the workers to different action spots.&#10;&#10;During a turn, players can either (a) place one or more workers on the lowest visible spot of the gears or (b) pick up one or more workers.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='workerPlacement' data-themes='ancient fantasy farming'></span>";
"Tagline";"Lead your people, build monuments and make offerings to earn the favour of the gods.";
"Thumbnail";"https://cf.geekdo-images.com/kXf7mDyDYuHg6oe8yTUIEA__thumb/img/or9mAn4ClljY_wO_zvsLJDqs9tU=/fit-in/200x150/filters:strip_icc()/pic4604439.jpg";
"-2";"";
"0";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"2651";
"Name";"Power Grid <small>(2004)</small>";
"Beschreibung";"Power Grid is the updated release of the Friedemann Friese crayon game Funkenschlag. It removes the crayon aspect from network building in the original edition, while retaining the fluctuating commodities market like Crude: The Oil Game and an auction round intensity reminiscent of The Princes of Florence.&#10;&#10;The objective of Power Grid is to supply the most cities with power when someone's network gains a predetermined size.  In this new edition, players mark pre-existing routes between cities for connection, and then bid against each other to purchase the power plants that they use to power their cities.<br><span class='filter-values' data-player-number='3 4 5 6' data-mechanisms='auction' data-themes='cities'></span>";
"Tagline";"Bid, network, and manage resources in a race to supply the most cities with power.";
"Thumbnail";"https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__thumb/img/jWTonZ5oYNlPzpELKHIJGWSS0Y8=/fit-in/200x150/filters:strip_icc()/pic4459753.jpg";
"-1";"";
"-1";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"276025";
"Name";"Maracaibo <small>(2019)</small>";
"Beschreibung";"Maracaibo, a strategy game for 1-4 players by Alexander Pfister, is set in the Caribbean during the 17th century. The players try to increase their influence in three nations in four rounds with a play time of 40 minutes per player.&#10;&#10;The players sail on a round course through the Caribbean, e.g., you have city tiles where you are able to perform various&nbsp;actions or deliver goods to.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='' data-themes='nautical'></span>";
"Tagline";"Seafarers journey to obtain wealth and fame in the 17th century Caribbean.";
"Thumbnail";"https://cf.geekdo-images.com/rMNa0k05zMdKgSEp26Q3Tw__thumb/img/lVlnhYyxlZb3WuKZJHLoJcFHEjs=/fit-in/200x150/filters:strip_icc()/pic4917407.jpg";
"-2";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"244521";
"Name";"The Quacks of Quedlinburg <small>(2018)</small>";
"Beschreibung";"In The Quacks of Quedlinburg, players are charlatans &mdash; or quack doctors &mdash; each making their own secret brew by adding ingredients one at a time. Take care with what you add, though, for a pinch too much of this or that will spoil the whole mixture!&#10;&#10;Each player has their own bag of ingredient chips.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='pushYourLuck deckBuilding drafting' data-themes='medieval'></span>";
"Tagline";"Pull ingredients from your stock to make your pot bubble, but hopefully not explode!";
"Thumbnail";"https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__thumb/img/E_XspsgbgrVOwOeCuZMO1S8W2rk=/fit-in/200x150/filters:strip_icc()/pic6137509.png";
"1";"";
"1";"";
"0";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"216132";
"Name";"Clans of Caledonia <small>(2017)</small>";
"Beschreibung";"Clans of Caledonia is a mid-to-heavy economic game set in 19th-century Scotland. At this time, Scotland made the transition from an agricultural to an industrialized country that heavily relied on trade and export. In the following years, food production increased significantly to feed the population growth.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='' data-themes='farming'></span>";
"Tagline";"Lead your unique Scottish clan to economic might via production, trade, and export.";
"Thumbnail";"https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__thumb/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png";
"-1";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"35677";
"Name";"Le Havre <small>(2008)</small>";
"Beschreibung";"In Le Havre, a player's turn consists of two parts: First, distribute newly supplied goods onto the offer spaces; then take an action. As an action, players may choose either to take all goods of one type from an offer space or to use one of the available buildings. Building actions allow players to upgrade goods, sell them or use them to build their own buildings and ships.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='workerPlacement' data-themes='cities nautical'></span>";
"Tagline";"Establish a supply chain by collecting resources, building industries, and shipping.";
"Thumbnail";"https://cf.geekdo-images.com/y7Rqd3S6J7vyVhicR1bqTQ__thumb/img/w1iHoYZCVTDZI6gsPuxOScA7FqU=/fit-in/200x150/filters:strip_icc()/pic6091101.jpg";
"-2";"";
"-2";"";
"0";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"125153";
"Name";"The Gallerist <small>(2015)</small>";
"Beschreibung";"This age of art and capitalism has created a need for a new occupation - The Gallerist.&#10;&#10;Combining the elements of an Art dealer, museum curator, and Artists&rsquo; manager, you are about to take on that job! You will promote and nurture Artists; buy, display, and sell their Art; and build and exert your international reputation.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='areaControl workerPlacement drafting' data-themes=''></span>";
"Tagline";"Amass a fortune, and stake your reputation by operating a lucrative art gallery.";
"Thumbnail";"https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__thumb/img/O0H84AvXp139U865gRLGiAo9-gA=/fit-in/200x150/filters:strip_icc()/pic2503200.png";
"-2";"";
"-2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"266810";
"Name";"Paladins of the West Kingdom <small>(2019)</small>";
"Beschreibung";"Paladins of the West Kingdom is set at a turbulent time of West Francia's story, circa 900 AD. Despite recent efforts to develop the city, outlying townships are still under threat from outsiders. Saracens scout the borders, while Vikings plunder wealth and livestock. Even the Byzantines from the east have shown their darker side.<br><span class='filter-values' data-player-number='1 2 3' data-mechanisms='workerPlacement drafting' data-themes='medieval'></span>";
"Tagline";"Invaders are coming from everywhere.  Keep the faith and defend your homeland.";
"Thumbnail";"https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__thumb/img/1gEbke_bKTA6D2jjpPm1HowGGHM=/fit-in/200x150/filters:strip_icc()/pic4462987.png";
"-2";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"164153";
"Name";"Star Wars: Imperial Assault <small>(2014)</small>";
"Beschreibung";"Star Wars: Imperial Assault is a strategy board game of tactical combat and missions for two to five players, offering two distinct games of battle and adventure in the Star Wars universe!&#10;&#10;Imperial Assault puts you in the midst of the Galactic Civil War between the Rebel Alliance and the Galactic Empire after the destruction of the Death Star over Yavin 4. In this game, you and your friends can participate in two separate games.<br><span class='filter-values' data-player-number='2 3 4 5' data-mechanisms='' data-themes='adventure scifi war'></span>";
"Tagline";"Play as Rebel or Imperial forces to fulfill mission objectives.";
"Thumbnail";"https://cf.geekdo-images.com/pIQ_MXvaoARRp1loCHJuHg__thumb/img/AD5YvNSUaVvITmtQb1-b01VuBbs=/fit-in/200x150/filters:strip_icc()/pic2247647.jpg";
"-1";"";
"-1";"";
"-1";"";
"-1";"";
"0";"";
"#####";"Freizeile";
"ID";"124742";
"Name";"Android: Netrunner <small>(2012)</small>";
"Beschreibung";"Welcome to New Angeles, home of the Beanstalk. From our branch offices in this monument of human achievement, NBN proudly broadcasts all your favorite media programming. We offer fully comprehensive streaming in music and threedee, news and sitcoms, classic movies and sensies. We cover it all.<br><span class='filter-values' data-player-number='2' data-mechanisms='deckBuilding' data-themes='scifi'></span>";
"Tagline";"Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.";
"Thumbnail";"https://cf.geekdo-images.com/2ewHIIG_TRq8bYlqk0jIMw__thumb/img/IJaOyyQ7Y59tW6nbKbjTMTFt-Ls=/fit-in/200x150/filters:strip_icc()/pic3738560.jpg";
"-1";"";
"1";"";
"-1";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"209010";
"Name";"Mechs vs. Minions <small>(2016)</small>";
"Beschreibung";"Mechs vs. Minions is a cooperative tabletop campaign for 2-4 players. Set in the world of Runeterra, players take on the roles of four intrepid Yordles: Corki, Tristana, Heimerdinger, and Ziggs, who must join forces and pilot their newly-crafted mechs against an army of marauding minions. With modular boards, programmatic command lines, and a story-driven campaign, each mission will be unique, putting your teamwork, programming, and piloting skills to the test.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='drafting' data-themes='fantasy'></span>";
"Tagline";"Cooperatively program and pilot your mechs to defeat an army of marauding minions.";
"Thumbnail";"https://cf.geekdo-images.com/n4J5LebMj0DQD016qW7ABw__thumb/img/Nbu-AYVIop-1yvVfs5zjKowtlEQ=/fit-in/200x150/filters:strip_icc()/pic3184103.jpg";
"0";"";
"-1";"";
"0";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"284083";
"Name";"The Crew: The Quest for Planet Nine <small>(2019)</small>";
"Beschreibung";"In the co-operative trick-taking game The Crew: The Quest for Planet Nine, the players set out as astronauts on an uncertain space adventure. What are the rumors regarding the unknown planet about? The eventful journey through space extends over 50 exciting missions. But this game can only be defeated by meeting common individual tasks of each player.<br><span class='filter-values' data-player-number='3 4 5' data-mechanisms='trickTaking' data-themes='scifi'></span>";
"Tagline";"Go on a planet-discovering space mission in this cooperative trick-taking game.";
"Thumbnail";"https://cf.geekdo-images.com/98LnQShydr11OBKS46xY-Q__thumb/img/et-fnuozyOdBOVL-5kSS3_7I8fw=/fit-in/200x150/filters:strip_icc()/pic5687013.jpg";
"1";"";
"2";"";
"1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"55690";
"Name";"Kingdom Death: Monster <small>(2015)</small>";
"Beschreibung";"Kingdom Death: Monster is a fully cooperative tabletop hobby game experience.  Set in a unique nightmarish world devoid of most natural resources, you control a settlement at the dawn of its existence. Fight monsters, craft weapons and gear, and develop your settlement to ensure your survival from generation to generation.&#10;&#10;Campaign System&#10;Embark alone or with up to 3 friends (5 with game variant) on a 5-30-lantern-year campaign, with each year consisting of a cycle of hunt, showdown, and settlement phases.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='' data-themes='adventure fantasy horror'></span>";
"Tagline";"Try to survive in a nightmarish world that lies under eternal darkness.";
"Thumbnail";"https://cf.geekdo-images.com/LenzJBOHboAGU0cUIqAZPQ__thumb/img/Z3yFJIp9rmSmcGoTiqGeTkKCnQU=/fit-in/200x150/filters:strip_icc()/pic2931007.jpg";
"-2";"";
"-2";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"200680";
"Name";"Agricola (Revised Edition) <small>(2016)</small>";
"Beschreibung";"Updated and streamlined for a new generation of players, Agricola, the award-winning and highly acclaimed game by Uwe Rosenberg, features a revised rulebook and gameplay, along with wood pieces and components for up to four players.&#10;&#10;The 17th century was not an easy time to be a farmer.  A game for 1-4 players ages 12 and up; play time is 30 minutes per player. Amazing replay value.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='workerPlacement drafting' data-themes='animals farming'></span>";
"Tagline";"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.";
"Thumbnail";"https://cf.geekdo-images.com/YCGWJMFwOI5efji2RJ2mSw__thumb/img/h_Rp2XYqaNElM2hrYxUSzMxRRgM=/fit-in/200x150/filters:strip_icc()/pic8093340.jpg";
"-1";"";
"-1";"";
"-1";"";
"0";"";
"0";"";
"#####";"Freizeile";
"ID";"383179";
"Name";"Age of Innovation <small>(2023)</small>";
"Beschreibung";"Age of Innovation is a standalone game set in the world of Terra Mystica.&#10;&#10;Twelve factions, each with unique characteristics, populate this world of varying terrains. Here you will compete to erect buildings and merge them into cities. Each game allows you to create new combinations of factions, homelands, and abilities so that each game isn't the same as another.<br><span class='filter-values' data-player-number='2 3 4 5' data-mechanisms='' data-themes='fantasy'></span>";
"Tagline";"Terraform the world to expand your faction and create innovations on the way.";
"Thumbnail";"https://cf.geekdo-images.com/D1vrcFEptCEoD8Z6s_iRfw__thumb/img/0yBK_DMaSgRVrp2fGuNPgb0Jo7w=/fit-in/200x150/filters:strip_icc()/pic7430993.jpg";
"-2";"";
"-2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"230802";
"Name";"Azul <small>(2017)</small>";
"Beschreibung";"Introduced by the Moors, azuleijos (originally white and blue ceramic tiles) were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra palace in Southern Spain, was mesmerized by the stunning beauty of the Moorish decorative tiles. The king, awestruck by the interior beauty of the Alhambra, immediately ordered that his own palace in Portugal be decorated with similar wall tiles. As a tile-laying artist, you have been challenged to embellish the walls of the Royal Palace of Evora.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='tilePlacement drafting' data-themes='medieval'></span>";
"Tagline";"Artfully embellish the walls of your palace by drafting the most beautiful tiles.";
"Thumbnail";"https://cf.geekdo-images.com/aPSHJO0d0XOpQR5X-wJonw__thumb/img/ccsXKrdGJw-YSClWwzVUwk5Nh9Y=/fit-in/200x150/filters:strip_icc()/pic6973671.png";
"1";"";
"1";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"28143";
"Name";"Race for the Galaxy <small>(2007)</small>";
"Beschreibung";"2018 UPDATE: The second edition of the game is improved for CVD (color blindness) and includes 5 revised cards from the original version and 6 New Worlds promo homeworlds. The promo homeworlds and first edition compatible Revised Cards are both available for purchase through the BGG store.&#10;&#10;In the card game Race for the Galaxy, players build galactic civilizations by playing game cards in front of them that represent worlds or technical and social developments.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='' data-themes='scifi'></span>";
"Tagline";"Worlds await! Colonize, develop and conquer taking advantage of others' choices.";
"Thumbnail";"https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__thumb/img/xLs-ldTPwaADbvzkOpF0sgWzwck=/fit-in/200x150/filters:strip_icc()/pic5261714.jpg";
"0";"";
"1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"157354";
"Name";"Five Tribes: The Djinns of Naqala <small>(2014)</small>";
